Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Link Stats
12th of March 2020,Sprout,Nordavind,14,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100208/nordavind-vs-sprout
12th of March 2020,Unicorns of Love,HellRaisers,6,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100205/hellraisers-vs-unicorns-of-love
12th of March 2020,Spirit,Nordavind,16,5,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100204/spirit-vs-nordavind
12th of March 2020,HellRaisers,Wisla Krakow,16,12,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100203/hellraisers-vs-wisla-krakow
12th of March 2020,Rooster,Paradox,2,1,LPL Pro League Season 4,https://www.hltv.org//stats/matches/73008/rooster-vs-paradox
12th of March 2020,Ground Zero,Skyfire,12,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100200/skyfire-vs-ground-zero
12th of March 2020,ORDER,Ground Zero,16,14,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100198/ground-zero-vs-order
12th of March 2020,Chiefs,Skyfire,22,20,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100194/chiefs-vs-skyfire
12th of March 2020,VERTEX,i sleep,2,0,LPL Pro League Season 4,https://www.hltv.org//stats/matches/73004/vertex-vs-i-sleep
12th of March 2020,Incept,Paradox,7,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100193/paradox-vs-incept
12th of March 2020,Rooster,TRIDENT,16,9,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100192/trident-vs-rooster
12th of March 2020,New England Whalers,Station7,16,11,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100190/station7-vs-new-england-whalers
12th of March 2020,District 7,Thunder Logic,16,14,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100189/district-7-vs-thunder-logic
12th of March 2020,Under 21,Recon 5,16,8,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100188/under-21-vs-recon-5
12th of March 2020,Divine,TeamOne,14,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100187/divine-vs-teamone
12th of March 2020,In The Lab,Big Frames,16,10,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100186/big-frames-vs-in-the-lab
12th of March 2020,Bad News Bears,New England Whalers,13,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100185/bad-news-bears-vs-new-england-whalers
12th of March 2020,District 7,Chaos,13,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100184/chaos-vs-district-7
12th of March 2020,Triumph,Under 21,11,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100183/under-21-vs-triumph
12th of March 2020,Soberano,Bravos,2,0,CLUTCH Season 2,https://www.hltv.org//stats/matches/72993/soberano-vs-bravos
12th of March 2020,Mythic,Recon 5,14,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100179/recon-5-vs-mythic
12th of March 2020,Oceanus,TeamOne,9,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100177/teamone-vs-oceanus
12th of March 2020,Station7,Big Frames,3,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100178/big-frames-vs-station7
12th of March 2020,Chaos,Swole Identity,14,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100176/chaos-vs-swole-identity
12th of March 2020,Rugratz,Divine,16,14,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100175/divine-vs-rugratz
12th of March 2020,Bad News Bears,TeamOne,12,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100174/bad-news-bears-vs-teamone
12th of March 2020,In The Lab,Infinity,13,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100173/infinity-vs-in-the-lab
12th of March 2020,Triumph,Swole Patrol,5,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100172/swole-patrol-vs-triumph
12th of March 2020,Swole Identity,Divine,12,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100170/swole-identity-vs-divine
12th of March 2020,Chaos,Infinity,16,8,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100169/infinity-vs-chaos
12th of March 2020,Swole Patrol,In The Lab,16,3,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100168/swole-patrol-vs-in-the-lab
12th of March 2020,Rugratz,Oceanus,16,4,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100167/rugratz-vs-oceanus
11th of March 2020,Keyd,Isurus,1,1,CLUTCH Season 2,https://www.hltv.org//stats/matches/72980/keyd-vs-isurus
11th of March 2020,Illuminar,Nemiga,13,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100164/illuminar-vs-nemiga
11th of March 2020,AGO,Nemiga,16,10,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100163/ago-vs-nemiga
11th of March 2020,Japaleno,Nordavind,16,6,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100162/nordavind-vs-japaleno
11th of March 2020,pro100,HellRaisers,16,13,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100161/pro100-vs-hellraisers
11th of March 2020,Demolition Crew,BIG,7,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100160/demolition-crew-vs-big
11th of March 2020,Wisla Krakow,Japaleno,17,19,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100158/japaleno-vs-wisla-krakow
11th of March 2020,Spirit,Unicorns of Love,16,6,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100156/unicorns-of-love-vs-spirit
11th of March 2020,Sprout,Movistar Riders,16,12,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100157/sprout-vs-movistar-riders
11th of March 2020,Illuminar,BIG,7,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100154/big-vs-illuminar
11th of March 2020,Sprout,Movistar Riders,16,12,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100157/sprout-vs-movistar-riders
11th of March 2020,Illuminar,BIG,7,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100154/big-vs-illuminar
11th of March 2020,Nemiga,Nordavind,16,6,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100155/nemiga-vs-nordavind
11th of March 2020,Spirit,HellRaisers,10,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100152/spirit-vs-hellraisers
11th of March 2020,GamerLegion,pro100,16,14,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100153/pro100-vs-gamerlegion
11th of March 2020,Sprout,PACT,16,11,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100151/sprout-vs-pact
11th of March 2020,Nordavind,PACT,16,2,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100150/nordavind-vs-pact
11th of March 2020,ORDER,AVANT,1,2,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/72965/order-vs-avant
11th of March 2020,FURY,TRIDENT,20,22,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100144/trident-vs-fury
11th of March 2020,Chiefs,Paradox,1,2,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/72963/chiefs-vs-paradox
11th of March 2020,i sleep,Esper,16,7,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100142/i-sleep-vs-esper
11th of March 2020,PC419,Formidable,16,8,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100140/pc419-vs-formidable
11th of March 2020,TeamOne,Recon 5,16,11,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100136/recon-5-vs-teamone
11th of March 2020,LiViD,TeamOne,12,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100134/livid-vs-teamone
11th of March 2020,Under 21,New England Whalers,12,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100135/under-21-vs-new-england-whalers
11th of March 2020,Big Frames,Recon 5,6,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100133/recon-5-vs-big-frames
11th of March 2020,Bad News Bears,Monstars,13,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100132/monstars-vs-bad-news-bears
11th of March 2020,TeamOne,Triumph,19,17,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100130/triumph-vs-teamone
11th of March 2020,LiViD,Recon 5,9,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100128/livid-vs-recon-5
11th of March 2020,Big Frames,Rugratz,14,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100129/big-frames-vs-rugratz
11th of March 2020,Under 21,Infinity,16,7,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100126/under-21-vs-infinity
11th of March 2020,New England Whalers,Monstars,11,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100127/new-england-whalers-vs-monstars
11th of March 2020,ex-UP,Reapers,10,16,Aorus League 2020 #1 Brazil,https://www.hltv.org//stats/matches/mapstatsid/100124/reapers-vs-ex-up
11th of March 2020,Triumph,Thunder Logic,16,7,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100125/triumph-vs-thunder-logic
11th of March 2020,Station7,ex-eUnited,4,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100123/ex-eunited-vs-station7
11th of March 2020,In The Lab,Divine,16,7,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100122/in-the-lab-vs-divine
11th of March 2020,Imperial,No2B,16,4,Aorus League 2020 #1 Brazil,https://www.hltv.org//stats/matches/mapstatsid/100121/imperial-vs-no2b
11th of March 2020,Station7,Rugratz,7,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100120/station7-vs-rugratz
10th of March 2020,FURIA Inagame,NOORG,16,5,Aorus League 2020 #1 Brazil,https://www.hltv.org//stats/matches/mapstatsid/100119/noorg-vs-furia-inagame
10th of March 2020,Neverest,Paquetá,10,16,Aorus League 2020 #1 Brazil,https://www.hltv.org//stats/matches/mapstatsid/100118/paquet-vs-neverest
10th of March 2020,AGO,pro100,19,15,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100116/ago-vs-pro100
10th of March 2020,AGO,Nordavind,7,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100115/nordavind-vs-ago
10th of March 2020,Demolition Crew,Illuminar,16,6,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100114/demolition-crew-vs-illuminar
10th of March 2020,GamerLegion,Japaleno,16,14,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100113/japaleno-vs-gamerlegion
10th of March 2020,Spirit,Movistar Riders,16,13,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100112/spirit-vs-movistar-riders
10th of March 2020,Demolition Crew,HellRaisers,12,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100111/hellraisers-vs-demolition-crew
10th of March 2020,BIG,Sprout,14,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100110/sprout-vs-big
10th of March 2020,Spirit,PACT,16,3,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100109/spirit-vs-pact
10th of March 2020,Nemiga,HellRaisers,13,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100108/hellraisers-vs-nemiga
10th of March 2020,PACT,BIG,7,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100107/pact-vs-big
10th of March 2020,Paradox,Ground Zero,2,1,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/72932/paradox-vs-ground-zero
10th of March 2020,PC419,Chiefs,5,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100101/pc419-vs-chiefs
10th of March 2020,Rooster,Chiefs,0,2,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/72930/rooster-vs-chiefs
10th of March 2020,Formidable,Incept,9,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100098/incept-vs-formidable
10th of March 2020,PC419,Airborne,7,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100097/airborne-vs-pc419
10th of March 2020,Skyfire,AVANT,8,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100090/avant-vs-skyfire
10th of March 2020,ROCK CANDY,ORDER,0,1,ESEA MDL Season 33 Australia,
10th of March 2020,AVANT,Paradox,16,9,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100088/avant-vs-paradox
10th of March 2020,Yeah,Envy,0,2,Americas Minor North America Closed Qualifier - ESL One Rio 2020,https://www.hltv.org//stats/matches/72924/yeah-vs-envy
10th of March 2020,In The Lab,New England Whalers,12,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100086/new-england-whalers-vs-in-the-lab
10th of March 2020,Divine,Monstars,23,25,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100081/monstars-vs-divine
10th of March 2020,Station7,Recon 5,13,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100080/station7-vs-recon-5
10th of March 2020,TeamOne,Infinity,16,14,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100079/teamone-vs-infinity
10th of March 2020,Thunder Logic,Bad News Bears,6,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100078/bad-news-bears-vs-thunder-logic
10th of March 2020,ex-eUnited,Chaos,13,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100076/chaos-vs-ex-eunited
10th of March 2020,Station7,In The Lab,16,11,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100074/in-the-lab-vs-station7
10th of March 2020,Infinity,Divine,14,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100073/divine-vs-infinity
10th of March 2020,TeamOne,Swole Identity,16,11,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100075/swole-identity-vs-teamone
10th of March 2020,Big Frames,Bad News Bears,6,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100072/big-frames-vs-bad-news-bears
10th of March 2020,Under 21,Oceanus,16,2,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100071/oceanus-vs-under-21
10th of March 2020,DETONA,RED Canids,0,2,CLUTCH Season 2,https://www.hltv.org//stats/matches/72912/detona-vs-red-canids
9th of March 2020,Triumph,Orgless,2,1,Americas Minor North America Closed Qualifier - ESL One Rio 2020,https://www.hltv.org//stats/matches/72911/triumph-vs-orgless
10th of March 2020,Rugratz,Monstars,16,4,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100068/rugratz-vs-monstars
10th of March 2020,Oceanus,New England Whalers,16,13,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100067/oceanus-vs-new-england-whalers
10th of March 2020,In The Lab,Recon 5,7,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100065/in-the-lab-vs-recon-5
10th of March 2020,ex-eUnited,Thunder Logic,16,3,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100064/ex-eunited-vs-thunder-logic
10th of March 2020,Under 21,Rugratz,16,1,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100063/rugratz-vs-under-21
10th of March 2020,ex-eUnited,TeamOne,16,8,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100061/teamone-vs-ex-eunited
9th of March 2020,W7M,Alma,2,0,CLUTCH Season 2,https://www.hltv.org//stats/matches/72904/w7m-vs-alma
9th of March 2020,AGO,BIG,16,6,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100057/ago-vs-big
9th of March 2020,Illuminar,Nordavind,11,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100056/illuminar-vs-nordavind
9th of March 2020,pro100,Wisla Krakow,16,10,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100055/pro100-vs-wisla-krakow
9th of March 2020,BIG,Unicorns of Love,16,9,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100054/big-vs-unicorns-of-love
9th of March 2020,Nemiga,Wisla Krakow,16,6,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100053/nemiga-vs-wisla-krakow
9th of March 2020,AGO,Illuminar,6,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100052/ago-vs-illuminar
9th of March 2020,Nordavind,Wisla Krakow,16,9,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100051/wisla-krakow-vs-nordavind
9th of March 2020,BIG,GamerLegion,11,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/100050/gamerlegion-vs-big
9th of March 2020,Chiefs,AVANT,1,2,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/72895/chiefs-vs-avant
9th of March 2020,Paradox,FURY,16,8,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100047/fury-vs-paradox
9th of March 2020,ORDER,Ground Zero,2,0,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/72893/order-vs-ground-zero
9th of March 2020,Rooster,i sleep,16,13,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/100044/rooster-vs-i-sleep
9th of March 2020,Envy,Chaos,2,1,Americas Minor North America Closed Qualifier - ESL One Rio 2020,https://www.hltv.org//stats/matches/72891/envy-vs-chaos
9th of March 2020,Ze Pug Godz,Yeah,1,2,Americas Minor North America Closed Qualifier - ESL One Rio 2020,https://www.hltv.org//stats/matches/72890/ze-pug-godz-vs-yeah
9th of March 2020,New England Whalers,Big Frames,19,17,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/100037/big-frames-vs-new-england-whalers
